X,Y,SPECIES NAME
4233500,2802500,Larix kaempferi
4414500,3368500,Larix kaempferi
4471500,3447500,Larix kaempferi
4575500,3395500,Larix kaempferi
4308500,3491500,Larix kaempferi
4259500,3389500,Larix kaempferi
4152500,3063500,Larix kaempferi
4270500,3065500,Larix kaempferi
4189500,2848500,Larix kaempferi
4367500,3388500,Larix kaempferi
4254500,3523500,Larix kaempferi
4166500,2743500,Larix kaempferi
4183500,3110500,Larix kaempferi
4381000,2821000,Larix kaempferi
4407500,3395500,Larix kaempferi
4170500,2774500,Larix kaempferi
4273500,3253500,Larix kaempferi
4136500,3061500,Larix kaempferi
4137500,3043500,Larix kaempferi
4359500,3374500,Larix kaempferi
4302500,2781500,Larix kaempferi
4410500,2921500,Larix kaempferi
4091500,2968500,Larix kaempferi
4163500,3297500,Larix kaempferi
4097500,3274500,Larix kaempferi
4119500,2976500,Larix kaempferi
4368500,3424500,Larix kaempferi
4102500,2953500,Larix kaempferi
4133500,3264500,Larix kaempferi
4088500,2946500,Larix kaempferi
4266500,3377500,Larix kaempferi
4453500,3401500,Larix kaempferi
4369500,3382500,Larix kaempferi
4271500,3451500,Larix kaempferi
4446500,2906500,Larix kaempferi
4139500,3303500,Larix kaempferi
4325500,3400500,Larix kaempferi
4254500,3374500,Larix kaempferi
4361500,3400500,Larix kaempferi
4099500,3081500,Larix kaempferi
4388500,2857500,Larix kaempferi
4352500,3364500,Larix kaempferi
4163500,3317500,Larix kaempferi
4288500,3519500,Larix kaempferi
4211500,2842500,Larix kaempferi
4174500,3370500,Larix kaempferi
4313500,3444500,Larix kaempferi
4413500,2797500,Larix kaempferi
4187500,2836500,Larix kaempferi
4260500,3507500,Larix kaempferi
4180500,3222500,Larix kaempferi
4350500,2890500,Larix kaempferi
4371500,3450500,Larix kaempferi
4240500,2929500,Larix kaempferi
4295500,3437500,Larix kaempferi
4176500,3332500,Larix kaempferi
4377500,2812500,Larix kaempferi
4176500,3340500,Larix kaempferi
4169500,3278500,Larix kaempferi
4475500,3335500,Larix kaempferi
4258500,3499500,Larix kaempferi
4306500,2793500,Larix kaempferi
4151500,3307500,Larix kaempferi
4193000,2983500,Ligustrum vulgare
4394500,2917500,Ligustrum vulgare
4331500,2858500,Ligustrum vulgare
4284000,2907000,Ligustrum vulgare
4266500,2779500,Ligustrum vulgare
4284000,2907000,Maclura pomifera
4307000,3107000,Malus domestica
4174500,2896500,Malus sylvestris
4124500,3030500,Malus sylvestris
4151500,2953500,Malus sylvestris
4298500,3521500,Malus sylvestris
4526500,2909500,Malus sylvestris
4147500,2969500,Malus sylvestris
4278500,2743500,Malus sylvestris
4380500,3361500,Malus sylvestris
4367500,3336500,Malus sylvestris
4142500,3147500,Malus sylvestris
4164500,2945500,Malus sylvestris
4481500,3479500,Malus sylvestris
4159500,3005500,Malus sylvestris
4502500,3340500,Malus sylvestris
4199500,3154500,Malus sylvestris
4111500,3041500,Malus sylvestris
4126500,2960500,Malus sylvestris
4327500,2840500,Malus sylvestris
4529500,2797500,Malus sylvestris
4132500,2951500,Malus sylvestris
4355500,3312500,Malus sylvestris
4490500,3228500,Malus sylvestris
4163500,2993500,Malus sylvestris
4618500,3151500,Malus sylvestris
4238500,2776500,Malus sylvestris
4355500,3320500,Malus sylvestris
4501500,3454500,Malus sylvestris
4494500,3430500,Malus sylvestris
4453500,2959500,Malus sylvestris
4572500,3158500,Malus sylvestris
4423500,3162500,Malus sylvestris
4517500,3376500,Malus sylvestris
4517500,3458500,Malus sylvestris
4128500,2950500,Malus sylvestris
4441500,2966500,Malus sylvestris
4102500,2999500,Malus sylvestris
4086500,2964500,Malus sylvestris
4463500,3459500,Malus sylvestris
4605500,3144500,Malus sylvestris
4181500,2814500,Morus alba
4474500,2783500,Morus alba
4481500,3447500,Picea abies
4211500,3102500,Picea abies
4422500,3074500,Picea abies
4301500,3289500,Picea abies
4126500,2922500,Picea abies
4274500,2907500,Picea abies
4542500,3433500,Picea abies
4379500,2717500,Picea abies
4367500,3168500,Picea abies
4211500,2852500,Picea abies
4524500,3357500,Picea abies
4183500,3126500,Picea abies
4296500,2877500,Picea abies
4438500,2762500,Picea abies
4199500,2808500,Picea abies
4334500,2728500,Picea abies
4167500,3138500,Picea abies
4329500,3434500,Picea abies
4605500,3118500,Picea abies
4062500,3021500,Picea abies
4466500,2783500,Picea abies
4371500,3188500,Picea abies
4098500,2991500,Picea abies
4466500,2923500,Picea abies
4177500,3274500,Picea abies
4250500,2796000,Picea abies
4389500,2793500,Picea abies
4493500,3038500,Picea abies
4360500,3050500,Picea abies
4357500,3388500,Picea abies
4200500,2770500,Picea abies
4238500,2742500,Picea abies
4347500,2832500,Picea abies
4186500,3058500,Picea abies
4301500,2825500,Picea abies
4243500,2815500,Picea abies
4182500,2924500,Picea abies
4286500,2885500,Picea abies
4213500,2820500,Picea abies
4408500,3067500,Picea abies
4242500,2797500,Picea abies
4302500,3025500,Picea abies
4147500,3115500,Picea abies
4414500,3054500,Picea abies
4283500,2841500,Picea abies
4430500,2770500,Picea abies
4400500,2993500,Picea abies
4186500,2748500,Picea abies
4075500,3010500,Picea abies
4474500,2783500,Picea abies
4536500,3067500,Picea abies
4563500,2890500,Picea abies
4329500,3414500,Picea abies
4065500,3015500,Picea abies
4505500,3400500,Picea abies
4225500,2856500,Picea abies
4162500,2921500,Picea abies
4614500,3095500,Picea abies
4353500,2846500,Picea abies
4421500,2884500,Picea abies
4368500,2918500,Picea abies
4502500,2756500,Picea abies
4357500,2878500,Picea abies
4199500,2816500,Picea abies
4326500,3328500,Picea abies
4252500,2919500,Picea abies
4501500,2948500,Picea abies
4375500,3036500,Picea abies
4461500,2947500,Picea abies
4458500,2903000,Picea abies
4213500,2802500,Picea abies
4522500,3052500,Picea abies
4377500,2715500,Picea abies
4458500,2915500,Picea abies
4114500,3064500,Picea abies
4285500,2989500,Picea abies
4521500,2820500,Picea abies
4173500,2726500,Picea abies
4209500,3012000,Picea abies
4481500,3397500,Picea abies
4150500,3059500,Picea abies
4536500,3083500,Picea abies
4369500,2944500,Picea abies
4341500,2858500,Picea abies
4280500,3225500,Picea abies
4121500,2972500,Picea abies
4343500,3444500,Picea abies
4352500,3188500,Picea abies
4455500,3011500,Picea abies
4229500,2858500,Picea abies
4199500,2814500,Picea abies
4345500,2704500,Picea abies
4296500,2797500,Picea abies
4268500,2943500,Picea abies
4218500,3322500,Picea abies
4268500,2775500,Picea abies
4238500,2794500,Picea abies
4189500,3298500,Picea abies
4331500,2826500,Picea abies
4104500,3034500,Picea abies
4096500,2949500,Picea abies
4246500,3373500,Picea abies
4188500,2750500,Picea abies
4264500,3319500,Picea abies
4237500,2848500,Picea abies
4324500,3216500,Picea abies
4180500,2764500,Picea abies
4465500,3239500,Picea abies
4306500,3333500,Picea abies
4228500,2918500,Picea abies
4306000,3029000,Picea abies
4176500,3082500,Picea abies
4517500,3046500,Picea abies
4074500,3029500,Picea abies
4199500,2838500,Picea abies
4152500,2747500,Picea abies
4127500,2978500,Picea abies
4493500,2952500,Picea abies
4483500,2895500,Picea abies
4355500,3184500,Picea abies
4190500,2780500,Picea abies
4330500,2878500,Picea abies
4299500,2865500,Picea abies
4166500,2759500,Picea abies
4370500,3060500,Picea abies
4192500,2758500,Picea abies
4188500,3352500,Picea abies
4566500,3082500,Picea abies
4548500,3369500,Picea abies
4379500,3041500,Picea abies
4180500,2750500,Picea abies
4275500,3155500,Picea abies
4373500,3394500,Picea abies
4475500,2871500,Picea abies
4281500,2997500,Picea abies
4312500,2733500,Picea abies
4246500,2879500,Picea abies
4297500,2859500,Picea abies
4472500,2831500,Picea abies
4294500,2795500,Picea abies
4416500,2998500,Picea abies
4244500,3197500,Picea abies
4513500,2812500,Picea abies
4175500,3106500,Picea abies
4326500,2788500,Picea abies
4289500,3013500,Picea abies
4494500,2748500,Picea abies
4469500,3405500,Picea abies
4184500,2784500,Picea abies
4264500,2763500,Picea abies
4500500,3074500,Picea abies
4380500,2911500,Picea abies
4166500,2791500,Picea abies
4242500,2760500,Picea abies
4307500,2715500,Picea abies
4200500,2730500,Picea abies
4508500,2836500,Picea abies
4278500,3505500,Picea abies
4293500,2857500,Picea abies
4316500,3216500,Picea abies
4272500,2923500,Picea abies
4093500,3040500,Picea abies
4310500,2885500,Picea abies
4589500,3113500,Picea abies
4152500,2751500,Picea abies
4551500,3486500,Picea abies
4324500,3172500,Picea abies
4257500,2803500,Picea abies
4340500,3192500,Picea abies
4329500,3134500,Picea abies
4430500,2766500,Picea abies
4517500,3084500,Picea abies
4205500,2842500,Picea abies
4160500,2791500,Picea abies
4350500,3072500,Picea abies
4462500,3059500,Picea abies
4281500,3005500,Picea abies
4099500,3009500,Picea abies
4325500,3256500,Picea abies
4335500,2846500,Picea abies
4295500,2853500,Picea abies
4349000,3277000,Picea abies
4331500,2852500,Picea abies
4170500,2924500,Picea abies
4220500,2780500,Picea abies
4077500,3042500,Picea abies
4376500,2832500,Picea abies
4176500,2790500,Picea abies
4184500,3060500,Picea abies
4432500,2924500,Picea abies
4554500,3069500,Picea abies
4389500,2797500,Picea abies
4459500,3035500,Picea abies
4211500,2834500,Picea abies
4346500,3332500,Picea abies
4220500,2764500,Picea abies
4234500,2760500,Picea abies
4191500,2854500,Picea abies
4144500,2891500,Picea abies
4648500,3095500,Picea abies
4187000,2812500,Picea abies
4125500,3048500,Picea abies
4530500,3061500,Picea abies
4295500,3437500,Picea abies
4513500,2788500,Picea abies
4087500,3016500,Picea abies
4274500,2741500,Picea abies
4354500,2914500,Picea abies
4170000,2748500,Picea abies
4103500,2975500,Picea abies
4209500,3010500,Picea abies
4376500,2926500,Picea abies
4344500,3180500,Picea abies
4192500,2748500,Picea abies
4086500,3028500,Picea abies
4457500,2787500,Picea abies
4194500,3082500,Picea abies
4379500,3033500,Picea abies
4667500,3143500,Picea abies
4145500,3011500,Picea abies
4432500,3286500,Picea abies
4493500,3034500,Picea abies
4152500,3045500,Picea abies
4488500,2839500,Picea abies
4192500,2762500,Picea abies
4059500,3007500,Picea abies
4172500,2910500,Picea abies
4416500,2706500,Picea abies
4427500,2726500,Picea abies
4349500,3293000,Picea abies
4367500,3012500,Picea abies
4320500,2738500,Picea abies
4427500,2866500,Picea abies
4233500,2958500,Picea abies
4362500,2772500,Picea abies
4413500,3338500,Picea abies
4356500,3058500,Picea abies
4332500,2782500,Picea abies
4424500,3068500,Picea abies
4197500,2844500,Picea abies
4467500,3459500,Picea abies
4392500,2907500,Picea abies
4195500,3134500,Picea abies
4083500,3016500,Picea abies
4211500,3134500,Picea abies
4112500,3030500,Picea abies
4178500,2778500,Picea abies
4411500,2709500,Picea abies
4270500,2739500,Picea abies
4160500,3199500,Picea abies
4199500,2828500,Picea abies
4331500,2846500,Picea abies
4384500,3067500,Picea abies
4183500,2816500,Picea abies
4269000,3182500,Picea abies
4290500,3357500,Picea abies
4437500,3398500,Picea abies
4330500,2876500,Picea abies
4280500,2787500,Picea abies
4335500,2864500,Picea abies
4071500,3011500,Picea abies
4361500,3084500,Picea abies
4321500,2868500,Picea abies
4293500,3449500,Picea abies
4287500,3307500,Picea abies
4183500,2832500,Picea abies
4168500,2922500,Picea abies
4152500,3243500,Picea abies
4079500,3018500,Picea abies
4114500,2950500,Picea abies
4169500,2990500,Picea abies
4467500,3405500,Picea abies
4386500,3049500,Picea abies
4170500,2776500,Picea abies
4425500,2946500,Picea abies
4168500,3062500,Picea abies
4399000,2741500,Picea abies
4302500,3029500,Picea abies
4254500,2933500,Picea abies
4530500,2901500,Picea abies
4216500,2914500,Picea abies
4300500,2909500,Picea abies
4275500,2807500,Picea abies
4162500,3359500,Picea abies
4199500,2818500,Picea abies
4212500,2790500,Picea abies
4480500,3373500,Picea abies
4219500,2824500,Picea abies
4292500,2763500,Picea abies
4166500,3043500,Picea abies
4447500,2742500,Picea abies
4167500,2805500,Picea abies
4542500,3069500,Picea abies
4243500,3101500,Picea abies
4423500,3386500,Picea abies
4113500,3048500,Picea abies
4362500,3052500,Picea abies
4217500,2818500,Picea abies
4555500,3087500,Picea abies
4195500,3150500,Picea abies
4181500,2812500,Picea abies
4154500,2895500,Picea abies
4353500,2854500,Picea abies
4253500,2841500,Picea abies
4184500,2768500,Picea abies
4605500,3088500,Picea abies
4227500,2822500,Picea abies
4337500,2854500,Picea abies
4456000,2999000,Picea abies
4201500,2834500,Picea abies
4348500,2782500,Picea abies
4338500,2792500,Picea abies
4166500,2751500,Picea abies
4123500,2972500,Picea abies
4071500,3009500,Picea abies
4245500,2861500,Picea abies
4110500,3027500,Picea abies
4290500,2725500,Picea abies
4222500,2784500,Picea abies
4182500,2760500,Picea abies
4212500,2796500,Picea abies
4298500,2917500,Picea abies
4164500,3069500,Picea abies
4114500,3034500,Picea abies
4579500,2870500,Picea abies
4248500,2775500,Picea abies
4303500,2809500,Picea abies
4305500,3013500,Picea abies
4437500,3035000,Picea abies
4087500,2978500,Picea abies
4220500,2882500,Picea abies
4314500,2932500,Picea abies
4279500,3157500,Picea abies
4236500,3151000,Picea abies
4211500,3138500,Picea abies
4446500,2746500,Picea abies
4515500,3456500,Picea abies
4204500,2788500,Picea abies
4357500,2798500,Picea abies
4270500,3057500,Picea abies
4561500,3398500,Picea abies
4163500,3131500,Picea abies
4196500,2778500,Picea abies
4430500,2774500,Picea abies
4335500,2828500,Picea abies
4215500,2806500,Picea abies
4329500,2868500,Picea abies
4383500,3017500,Picea abies
4466500,2911500,Picea abies
4178500,2748500,Picea abies
4340500,2896500,Picea abies
4236500,2752500,Picea abies
4592500,2859500,Picea abies
4178500,2740500,Picea abies
4288500,3185500,Picea abies
4302500,2771500,Picea abies
4297500,3009500,Picea abies
4303500,3105500,Picea abies
4466500,3371500,Picea abies
4251500,2817500,Picea abies
4442500,2766500,Picea abies
4133500,3049500,Picea abies
4431500,2862500,Picea abies
4288500,3379500,Picea abies
4168500,2890500,Picea abies
4302500,2921500,Picea abies
4287500,2849500,Picea abies
4390500,3355500,Picea abies
4352500,3180500,Picea abies
4274500,3357500,Picea abies
4154500,2739500,Picea abies
4299500,2853500,Picea abies
4173500,2720500,Picea abies
4485500,3035000,Picea abies
4174500,2730500,Picea abies
4286500,3041500,Picea abies
4091500,3044500,Picea abies
4643500,3111500,Picea abies
4294500,2879500,Picea abies
4397500,2817500,Picea abies
4080500,2988500,Picea abies
4650500,3093500,Picea abies
4494500,2776500,Picea abies
4288500,2723500,Picea abies
4380500,2857500,Picea abies
4525500,3105500,Picea abies
4170500,2774500,Picea abies
4266500,2935500,Picea abies
4326500,3068500,Picea abies
4284500,3185500,Picea abies
4079500,3014500,Picea abies
4337500,2828500,Picea abies
4450500,2770500,Picea abies
4215500,3110500,Picea abies
4236500,2916500,Picea abies
4222500,2760500,Picea abies
4110500,3033500,Picea abies
4316500,2771500,Picea abies
4162500,2741500,Picea abies
4070500,3027500,Picea abies
4103500,3039500,Picea abies
4064500,3001500,Picea abies
4135500,3011500,Picea abies
4170500,2892500,Picea abies
4260500,2759500,Picea abies
4313500,2873500,Picea abies
4215500,2844500,Picea abies
4289500,2977500,Picea abies
4101500,2971500,Picea abies
4485500,3454500,Picea abies
4308500,2771500,Picea abies
4216500,2746500,Picea abies
4304500,2789500,Picea abies
4575500,2866500,Picea abies
4104500,2955500,Picea abies
4360500,2774500,Picea abies
4209500,2802500,Picea abies
4539000,2905500,Picea abies
4091500,2982500,Picea abies
4166500,2749500,Picea abies
4204500,2774500,Picea abies
4655500,3150500,Picea abies
4165500,2727500,Picea abies
4171500,2724500,Picea abies
4441500,2962500,Picea abies
4308500,2733500,Picea abies
4376500,2930500,Picea abies
4171500,3002500,Picea abies
4308500,2775500,Picea abies
4473000,2967500,Picea abies
4510500,3428500,Picea abies
4163500,3309500,Picea abies
4210500,2750500,Picea abies
4171500,3118500,Picea abies
4404500,2821500,Picea abies
4203500,2858500,Picea abies
4288500,2885500,Picea abies
4262500,2795500,Picea abies
4178500,2766500,Picea abies
4321500,2872500,Picea abies
4238500,2748500,Picea abies
4313500,2833500,Picea abies
4524500,3371500,Picea abies
4377500,2882500,Picea abies
4186500,2762500,Picea abies
4254500,2771500,Picea abies
4221500,2828500,Picea abies
4459500,2723500,Picea abies
4507500,2740500,Picea abies
4334500,2732500,Picea abies
4200500,2782500,Picea abies
4464500,3073500,Picea abies
4572500,2838500,Picea abies
4191500,3106500,Picea abies
4568500,3102500,Picea abies
4496500,2824500,Picea abies
4302500,2773500,Picea abies
4063500,3079500,Picea abies
4189500,2844500,Picea abies
4415500,3026500,Picea abies
4109500,3055500,Picea abies
4138500,2983500,Picea abies
4600500,2859500,Picea abies
4156500,3027500,Picea abies
4399500,2893500,Picea abies
4174500,2898500,Picea abies
4322000,3028500,Picea abies
4274500,2897500,Picea abies
4291500,3117500,Picea abies
4220500,2790500,Picea abies
4254500,2757500,Picea abies
4050500,2988500,Picea abies
4203500,2826500,Picea abies
4121500,2976500,Picea abies
4209500,3014500,Picea abies
4466500,2907500,Picea abies
4188000,3103500,Picea abies
4654500,3094500,Picea abies
4355500,3144500,Picea abies
4298500,2741500,Picea abies
4270500,3369500,Picea abies
4330500,3076500,Picea abies
4211500,3122500,Picea abies
4299500,2839500,Picea abies
4150500,3047500,Picea abies
4193500,2834500,Picea abies
4182500,2922500,Picea abies
4358500,3064500,Picea abies
4518500,2924500,Picea abies
4552500,2837500,Picea abies
4179500,2810500,Picea abies
4513500,3410500,Picea abies
4125500,2928500,Picea abies
4308500,2759500,Picea abies
4447500,3038500,Picea abies
4548500,3487500,Picea abies
4208500,2750500,Picea abies
4150500,3063500,Picea abies
4152500,2893500,Picea abies
4453500,3083000,Picea abies
4218500,2756500,Picea abies
4204500,2784500,Picea abies
4150500,2895500,Picea abies
4184500,2772500,Picea abies
4060500,2995500,Picea abies
4415500,3396500,Picea abies
4444500,3048500,Picea abies
4204500,2786500,Picea abies
4129500,3002500,Picea abies
4339500,3148500,Picea abies
4224500,2766500,Picea abies
4142500,2891500,Picea abies
4313500,2867500,Picea abies
4177500,3024500,Picea abies
4285500,2805500,Picea abies
4431500,3112500,Picea abies
4156500,2897500,Picea abies
4260500,2927500,Picea abies
4404500,2849500,Picea abies
4052500,2990500,Picea abies
4098500,3023500,Picea abies
4573000,2826500,Picea abies
4166500,3087500,Picea abies
4305500,2815500,Picea abies
4422500,3078500,Picea abies
4258500,3377500,Picea abies
4236500,3368500,Picea abies
4404500,2701500,Picea abies
4187500,2822500,Picea abies
4551500,3107500,Picea abies
4371500,3450500,Picea abies
4169500,2809500,Picea abies
4195500,3122500,Picea abies
4180500,2800500,Picea abies
4307500,2849500,Picea abies
4286500,2911500,Picea abies
4319500,2836500,Picea abies
4180500,3064500,Picea abies
4196500,2764500,Picea abies
4053500,3014500,Picea abies
4361500,2714500,Picea abies
4441500,2942500,Picea abies
4439500,3026500,Picea abies
4317500,2848500,Picea abies
4399500,2733500,Picea abies
4368500,3050500,Picea abies
4530500,3365500,Picea abies
4141500,3187500,Picea abies
4172500,2912500,Picea abies
4280500,2731500,Picea abies
4383500,3013500,Picea abies
4355500,2828500,Picea abies
4195500,2832500,Picea abies
4292500,3225500,Picea abies
4181500,2804500,Picea abies
4182500,2774500,Picea abies
4334500,2902500,Picea abies
4248500,2767500,Picea abies
4202500,2760500,Picea abies
4248500,2751500,Picea abies
4323500,3104500,Picea abies
4207500,2842500,Picea abies
4367500,3336500,Picea abies
4268500,3351500,Picea abies
4286500,3085500,Picea abies
4162500,2937500,Picea abies
4291500,2801500,Picea abies
4308500,2739500,Picea abies
4121500,2966500,Picea abies
4255500,2805500,Picea abies
4055500,2980500,Picea abies
4170500,3032500,Picea abies
4143500,2967500,Picea abies
4427500,3042500,Picea abies
4308500,2743500,Picea abies
4112500,2948500,Picea abies
4322500,2734500,Picea abies
4207500,2866500,Picea abies
4291500,3445500,Picea abies
4326500,2770500,Picea abies
4272500,2759500,Picea abies
4317500,2852500,Picea abies
4338500,3080500,Picea abies
4231500,3154500,Picea abies
4207500,3146500,Picea abies
4180500,2730500,Picea abies
4490500,2752500,Picea abies
4482500,3211500,Picea abies
4431500,3034500,Picea abies
4218500,2740500,Picea abies
4246500,2783500,Picea abies
4278500,3053500,Picea abies
4292500,2881500,Picea abies
4045500,3188500,Picea abies
4288500,2889500,Picea abies
4259500,3101500,Picea abies
4390500,3359500,Picea abies
4289500,3289500,Picea abies
4583500,3400500,Picea abies
4077500,3006500,Picea abies
4328500,2730500,Picea abies
4225500,2990500,Picea abies
4195500,2816500,Picea abies
4408500,2989500,Picea abies
4195500,3146500,Picea abies
4339500,2858500,Picea abies
4535500,3087500,Picea abies
4563500,3436500,Picea abies
4135500,2981500,Picea abies
4139500,3007500,Picea abies
4194500,2788500,Picea abies
4286500,3357500,Picea abies
4254500,3053500,Picea abies
4281500,3313500,Picea abies
4124500,2992500,Picea abies
4246500,2925500,Picea abies
4150500,2893500,Picea abies
4320500,2782500,Picea abies
4249500,2981500,Picea abies
4372500,2988500,Picea abies
4182500,2928500,Picea abies
4314500,2916500,Picea abies
4192500,2750500,Picea abies
4218500,3062500,Picea abies
4170500,2934500,Picea abies
4361500,2742500,Picea abies
4400500,3067500,Picea abies
4390500,3061500,Picea abies
4376500,2992500,Picea abies
4227500,2854500,Picea abies
4202500,3026500,Picea abies
4535500,2737500,Picea abies
4540500,3433500,Picea abies
4087500,3014500,Picea abies
4179500,3118500,Picea abies
4272500,2885500,Picea abies
4223500,2850500,Picea abies
4526500,3147500,Picea abies
4409500,2789500,Picea abies
4422500,2926500,Picea abies
4107500,2967500,Picea abies
4214500,3326500,Picea abies
4543500,3091500,Picea abies
4400500,2931500,Picea abies
4230500,2784500,Picea abies
4612500,3097500,Picea abies
4433500,2966500,Picea abies
4191500,2832500,Picea abies
4353500,2960500,Picea abies
4188500,2734500,Picea abies
4166500,3093500,Picea abies
4204500,3151500,Picea abies
4269500,2851500,Picea abies
4344500,2754500,Picea abies
4146500,2893500,Picea abies
4260500,2923500,Picea abies
4291500,3109500,Picea abies
4310500,2745500,Picea abies
4348000,3181500,Picea abies
4242500,3069500,Picea abies
4367500,2810500,Picea abies
4422500,3362500,Picea abies
4174500,2926500,Picea abies
4159500,3099500,Picea abies
4166500,2753500,Picea abies
4233500,2826500,Picea abies
4538500,3425500,Picea abies
4471500,2739500,Picea abies
4152500,2939500,Picea abies
4107500,3017500,Picea abies
4500500,2856500,Picea abies
4111500,2974500,Picea abies
4351500,2808500,Picea abies
4266500,3097500,Picea abies
4284500,2775500,Picea abies
4191500,3126500,Picea abies
4291500,2857500,Picea abies
4142500,3067500,Picea abies
4249500,2973500,Picea abies
4447500,2882500,Picea abies
4539500,2869500,Picea abies
4326500,2916500,Picea abies
4432500,2978500,Picea abies
4286500,2797500,Picea abies
4460500,2979500,Picea abies
4442500,2746500,Picea abies
4240500,2933500,Picea abies
4520500,3054500,Picea abies
4451500,3101500,Picea abies
4266500,3037500,Picea abies
4122500,3020500,Picea abies
4256500,2945500,Picea abies
4419500,3014500,Picea abies
4318500,2888500,Picea abies
4437500,3390500,Picea abies
4320500,3192500,Picea abies
4304500,2725500,Picea abies
4326500,2740500,Picea abies
4206500,3034500,Picea abies
4311500,2869500,Picea abies
4414500,3058500,Picea abies
4296500,2893500,Picea abies
4321500,3308500,Picea abies
4050500,3068500,Picea abies
4118500,3030500,Picea abies
4322500,2782500,Picea abies
4410000,2934000,Picea abies
4163500,3135500,Picea abies
4347500,2714500,Picea abies
4111500,3077500,Picea abies
4607500,3109500,Picea abies
4270500,2915500,Picea abies
4169500,2723500,Picea abies
4441500,2954500,Picea abies
4306500,2763500,Picea abies
4160500,2937500,Picea abies
4529500,2809500,Picea abies
4274500,2931500,Picea abies
4359500,3184500,Picea abies
4203500,3158500,Picea abies
4494500,3412500,Picea abies
4395500,2725500,Picea abies
4146500,2733500,Picea abies
4318500,2766500,Picea abies
4210500,3076000,Picea abies
4337500,2708500,Picea abies
4542500,3077500,Picea abies
4374500,2776500,Picea abies
4366500,2932500,Picea abies
4373500,2796500,Picea abies
4298500,2751500,Picea abies
4444500,3060500,Picea abies
4100500,3033500,Picea abies
4079500,3006500,Picea abies
4212500,2780500,Picea abies
4411500,3037500,Picea abies
4294500,2881500,Picea abies
4173500,3024500,Picea abies
4248500,2795500,Picea abies
4439500,3398500,Picea abies
4308500,2903500,Picea abies
4171500,2719500,Picea abies
4168500,2912500,Picea abies
4086500,3000500,Picea abies
4112500,2998500,Picea abies
4187000,2828000,Picea abies
4128500,3108500,Picea abies
4109500,3013500,Picea abies
4277500,2965500,Picea abies
4182500,2770500,Picea abies
4359500,3458500,Picea abies
4135500,2905500,Picea abies
4331500,2891000,Picea abies
4128500,3100500,Picea abies
4327500,2846500,Picea abies
4424500,3072500,Picea abies
4302500,3459500,Picea abies
4275500,2803500,Picea abies
4348500,3058500,Picea abies
4158500,2753500,Picea abies
4095500,3009500,Picea abies
4383500,2721500,Picea abies
4308500,2897500,Picea abies
4341500,2798500,Picea abies
4432500,3052500,Picea abies
4414500,2897500,Picea abies
4168500,2769500,Picea abies
4431500,3026500,Picea abies
4220500,3167000,Picea abies
4236500,2932500,Picea abies
4240500,2949500,Picea abies
4198500,3094500,Picea abies
4546500,3355500,Picea abies
4146500,3291500,Picea abies
4143500,3051500,Picea abies
4458500,3051500,Picea abies
4374500,2904500,Picea abies
4183500,3114500,Picea abies
4192500,2744500,Picea abies
4467500,3455500,Picea abies
4200500,2776500,Picea abies
4435500,3398500,Picea abies
4172500,3030500,Picea abies
4201500,2818500,Picea abies
4611500,3091500,Picea abies
4454500,3051500,Picea abies
4302500,3317500,Picea abies
4253500,2953500,Picea abies
4218500,2768500,Picea abies
4187500,3103500,Picea abies
4400500,3351500,Picea abies
4191500,2834500,Picea abies
4214500,2748500,Picea abies
4395500,2721500,Picea abies
4368500,2906500,Picea abies
4538500,3359500,Picea abies
4224500,3242500,Picea abies
4114500,2962500,Picea abies
4236500,2762500,Picea abies
4149500,2725500,Picea abies
4441500,3374500,Picea abies
4293500,2997500,Picea abies
4349500,2850500,Picea abies
4513500,2804500,Picea abies
4096500,3037500,Picea abies
4446500,3066500,Picea abies
4188500,2774500,Picea abies
4139500,3005500,Picea abies
4177500,2822500,Picea abies
4370500,2900500,Picea abies
4081500,2942500,Picea abies
4274500,2757500,Picea abies
4416500,2994500,Picea abies
4533500,3047500,Picea abies
4345500,2842500,Picea abies
4166500,2737500,Picea abies
4121500,3006500,Picea abies
4091500,3010500,Picea abies
4614500,3099500,Picea abies
4363500,3012500,Picea abies
4207500,2824500,Picea abies
4164500,2921500,Picea abies
4438500,3054500,Picea abies
4192500,2882500,Picea abies
4447500,3405500,Picea abies
4450500,2766500,Picea abies
4348500,2722500,Picea abies
4228500,2766500,Picea abies
4162500,3029500,Picea abies
4227500,3114500,Picea abies
4200500,2778500,Picea abies
4473500,3041500,Picea abies
4100500,3025500,Picea abies
4422500,2746500,Picea abies
4211500,3114500,Picea abies
4271500,2805500,Picea abies
4264500,2749500,Picea abies
4168500,2775500,Picea abies
4344500,3382500,Picea abies
4388500,3071500,Picea abies
4202500,3086500,Picea abies
4418500,2902500,Picea abies
4162500,2799500,Picea abies
4294500,2893500,Picea abies
4359500,3176500,Picea abies
4562500,3070500,Picea abies
4279500,2805500,Picea abies
4209500,3298500,Picea abies
4311500,3101500,Picea abies
4478500,3059500,Picea abies
4051500,3004500,Picea abies
4182500,2926500,Picea abies
4388500,2829500,Picea abies
4323500,3168500,Picea abies
4376500,2746500,Picea abies
4551500,3337500,Picea abies
4162500,2751500,Picea abies
4555500,3480500,Picea abies
4453500,2939500,Picea abies
4479500,2728000,Picea abies
4282500,2827500,Picea abies
4274500,3037500,Picea abies
4159500,3003500,Picea abies
4191500,2814500,Picea abies
